Resumen de solapamientos — Feature: feature_24
Tolerancia: 0.0
Total coincidencias: 280
Pares de páginas con solapamiento: 268

Par de páginas                            Solapamientos
pagina_27 <-> pagina_5                               1
pagina_27 <-> pagina_56                              1
pagina_27 <-> pagina_65                              1
pagina_27 <-> pagina_66                              1
pagina_27 <-> pagina_68                              1
pagina_27 <-> pagina_77                              1
pagina_27 <-> pagina_8                               1
pagina_27 <-> pagina_80                              1
pagina_27 <-> pagina_84                              1
pagina_27 <-> pagina_97                              1
pagina_27 <-> pagina_98                              1
pagina_28 <-> pagina_88                              1
pagina_30 <-> pagina_54                              1
pagina_30 <-> pagina_64                              1
pagina_31 <-> pagina_41                              1
pagina_31 <-> pagina_63                              1
pagina_31 <-> pagina_66                              1
pagina_31 <-> pagina_70                              1
pagina_31 <-> pagina_80                              1
pagina_31 <-> pagina_88                              1
pagina_31 <-> pagina_90                              1
pagina_31 <-> pagina_92                              1
pagina_31 <-> pagina_94                              1
pagina_32 <-> pagina_45                              1
pagina_32 <-> pagina_5                               1
pagina_32 <-> pagina_51                              1
pagina_32 <-> pagina_56                              1
pagina_32 <-> pagina_65                              1
pagina_32 <-> pagina_66                              1
pagina_32 <-> pagina_68                              1
pagina_32 <-> pagina_74                              1
pagina_32 <-> pagina_77                              1
pagina_32 <-> pagina_8                               1
pagina_32 <-> pagina_80                              1
pagina_32 <-> pagina_84                              1
pagina_32 <-> pagina_98                              1
pagina_32 <-> pagina_99                              1
pagina_37 <-> pagina_95                              1
pagina_39 <-> pagina_84                              1
pagina_41 <-> pagina_42                              1
pagina_41 <-> pagina_56                              1
pagina_41 <-> pagina_63                              1
pagina_41 <-> pagina_66                              1
pagina_41 <-> pagina_70                              1
pagina_41 <-> pagina_80                              1
pagina_41 <-> pagina_83                              1
pagina_41 <-> pagina_88                              1
pagina_41 <-> pagina_90                              1
pagina_41 <-> pagina_92                              1
pagina_41 <-> pagina_94                              1
pagina_42 <-> pagina_63                              1
pagina_42 <-> pagina_66                              1
pagina_42 <-> pagina_70                              1
pagina_42 <-> pagina_80                              1
pagina_42 <-> pagina_88                              1
pagina_42 <-> pagina_90                              1
pagina_42 <-> pagina_92                              1
pagina_42 <-> pagina_94                              1
pagina_43 <-> pagina_96                              1
pagina_45 <-> pagina_54                              1
pagina_47 <-> pagina_99                              1
pagina_48 <-> pagina_62                              1
pagina_5 <-> pagina_51                              1
pagina_5 <-> pagina_56                              1
pagina_5 <-> pagina_65                              1
pagina_5 <-> pagina_66                              1
pagina_5 <-> pagina_68                              1
pagina_5 <-> pagina_74                              1
pagina_5 <-> pagina_77                              1
pagina_5 <-> pagina_8                               1
pagina_5 <-> pagina_80                              1
pagina_5 <-> pagina_84                              1
pagina_5 <-> pagina_98                              1
pagina_5 <-> pagina_99                              1
pagina_51 <-> pagina_56                              1
pagina_51 <-> pagina_65                              1
pagina_51 <-> pagina_66                              1
pagina_51 <-> pagina_68                              1
pagina_51 <-> pagina_74                              1
pagina_51 <-> pagina_77                              1
pagina_51 <-> pagina_8                               1
pagina_51 <-> pagina_80                              1
pagina_51 <-> pagina_84                              1
pagina_51 <-> pagina_98                              1
pagina_51 <-> pagina_99                              1
pagina_52 <-> pagina_60                              1
pagina_53 <-> pagina_86                              1
pagina_54 <-> pagina_64                              1
pagina_56 <-> pagina_65                              1
pagina_56 <-> pagina_66                              1
pagina_56 <-> pagina_68                              1
pagina_56 <-> pagina_74                              1
pagina_56 <-> pagina_77                              1
pagina_56 <-> pagina_8                               1
pagina_56 <-> pagina_80                              1
pagina_56 <-> pagina_84                              1
pagina_56 <-> pagina_98                              1
pagina_56 <-> pagina_99                              1
pagina_59 <-> pagina_86                              1
pagina_6 <-> pagina_74                              1
pagina_61 <-> pagina_63                              1
pagina_61 <-> pagina_66                              1
pagina_61 <-> pagina_70                              1
pagina_61 <-> pagina_80                              1
pagina_61 <-> pagina_88                              1
pagina_61 <-> pagina_90                              1
pagina_61 <-> pagina_92                              1
pagina_61 <-> pagina_94                              1
pagina_63 <-> pagina_66                              1
pagina_63 <-> pagina_70                              1
pagina_63 <-> pagina_80                              1
pagina_63 <-> pagina_83                              1
pagina_63 <-> pagina_88                              1
pagina_63 <-> pagina_90                              1
pagina_63 <-> pagina_92                              1
pagina_63 <-> pagina_94                              1
pagina_65 <-> pagina_66                              1
pagina_65 <-> pagina_68                              1
pagina_65 <-> pagina_74                              1
pagina_65 <-> pagina_77                              1
pagina_65 <-> pagina_8                               1
pagina_65 <-> pagina_80                              1
pagina_65 <-> pagina_84                              1
pagina_65 <-> pagina_98                              1
pagina_65 <-> pagina_99                              1
pagina_66 <-> pagina_68                              1
pagina_66 <-> pagina_70                              1
pagina_66 <-> pagina_74                              1
pagina_66 <-> pagina_77                              1
pagina_66 <-> pagina_8                               1
pagina_66 <-> pagina_83                              1
pagina_66 <-> pagina_84                              1
pagina_66 <-> pagina_88                              1
pagina_66 <-> pagina_90                              1
pagina_66 <-> pagina_91                              1
pagina_66 <-> pagina_92                              1
pagina_66 <-> pagina_94                              1
pagina_66 <-> pagina_98                              1
pagina_66 <-> pagina_99                              1
pagina_68 <-> pagina_74                              1
pagina_68 <-> pagina_77                              1
pagina_68 <-> pagina_8                               1
pagina_68 <-> pagina_80                              1
pagina_68 <-> pagina_84                              1
pagina_68 <-> pagina_98                              1
pagina_68 <-> pagina_99                              1
pagina_70 <-> pagina_80                              1
pagina_70 <-> pagina_83                              1
pagina_70 <-> pagina_88                              1
pagina_70 <-> pagina_90                              1
pagina_70 <-> pagina_92                              1
pagina_70 <-> pagina_94                              1
pagina_71 <-> pagina_79                              1
pagina_74 <-> pagina_77                              1
pagina_74 <-> pagina_8                               1
pagina_74 <-> pagina_80                              1
pagina_74 <-> pagina_84                              1
pagina_74 <-> pagina_97                              1
pagina_74 <-> pagina_98                              1
pagina_75 <-> pagina_80                              1
pagina_77 <-> pagina_8                               1
pagina_77 <-> pagina_80                              1
pagina_77 <-> pagina_84                              1
pagina_77 <-> pagina_98                              1
pagina_77 <-> pagina_99                              1
pagina_8 <-> pagina_80                              1
pagina_8 <-> pagina_84                              1
pagina_8 <-> pagina_98                              1
pagina_8 <-> pagina_99                              1
pagina_80 <-> pagina_83                              1
pagina_80 <-> pagina_84                              1
pagina_80 <-> pagina_88                              1
pagina_80 <-> pagina_90                              1
pagina_80 <-> pagina_92                              1
pagina_80 <-> pagina_94                              1
pagina_80 <-> pagina_98                              1
pagina_80 <-> pagina_99                              1
pagina_83 <-> pagina_88                              1
pagina_83 <-> pagina_90                              1
pagina_83 <-> pagina_92                              1
pagina_83 <-> pagina_94                              1
pagina_84 <-> pagina_98                              1
pagina_84 <-> pagina_99                              1
pagina_88 <-> pagina_90                              1
pagina_88 <-> pagina_92                              1
pagina_88 <-> pagina_94                              1
pagina_90 <-> pagina_92                              1
pagina_90 <-> pagina_94                              1
pagina_92 <-> pagina_94                              1
pagina_97 <-> pagina_99                              1
pagina_98 <-> pagina_99                              1
